CODIGO,EMPRESA,TICKER,CNPJ,DATA ACIONISTAS,FISICOS,JURIDICOS,INSTITUCIONAIS,URL B3
25232,MELIUZ,CASH3,14.110.585/0001-07,05/10/2020,3,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25232
25119,MELNICK,MELK3,12.181.987/0001-77,31/08/2020,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25119
4782,MENDES JR,?,17.162.082/0001-73,30/04/2019,3531,41,21,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=4782
18538,MENEZES CORT,MNZC3B,02.664.042/0001-52,16/04/2013,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=18538
1325,MERC BRASIL,BMEB3,17.184.037/0001-10,31/01/2020,7078,725,22,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=1325
8540,MERC FINANC,MERC3,33.040.601/0001-87,31/12/2019,782,110,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=8540
1309,MERC INVEST,BMIN3,34.169.557/0001-72,31/01/2020,1930,353,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=1309
8648,MET DUQUE,DUQE3,84.683.762/0001-20,30/04/2012,311,12,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=8648
8605,METAL IGUACU,MTIG3,80.227.184/0001-66,29/04/2020,1130,19,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=8605
8575,METAL LEVE,LEVE3,60.476.884/0001-87,29/05/2020,66425,306,120,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=8575
20613,METALFRIO,FRIO3,04.821.041/0001-08,15/06/2020,349,12,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20613
8753,METISA,MTSA3,86.375.425/0001-09,24/04/2020,6,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=8753
22942,MGI PARTICIP,?,19.296.342/0001-29,11/09/2019,0,3,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22942
22012,MILLS,MILS3,27.093.558/0001-15,29/04/2020,1000,102,154,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22012
8818,MINASMAQUINA,MMAQ3,17.161.241/0001-15,27/04/2020,983,173,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=8818
20931,MINERVA,BEEF3,67.620.377/0001-14,20/03/2020,33870,284,552,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20931
13765,MINUPAR,MNPR3,90.076.886/0001-40,29/04/2020,1375,54,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=13765
24902,MITRE REALTY,MTRE3,07.882.930/0001-65,30/04/2020,6666,76,151,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24902
17914,MMX MINER,MMXM3,02.762.115/0001-49,29/04/2016,12244,149,63,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=17914
25461,MOBLY,MBLY3,31.553.627/0001-01,23/02/2021,4938,41,132,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25461
8893,MONT ARANHA,MOAR3,33.102.476/0001-92,03/07/2020,312,9,4,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=8893
25470,MOSAICO,MOSI3,09.083.175/0001-84,12/01/2021,13,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25470
21067,MOURA DUBEUX,MDNE3,12.049.631/0001-84,30/04/2020,3892,174,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21067
23825,MOVIDA,MOVI3,21.314.559/0001-66,30/04/2020,73096,983,462,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23825
17949,MRS LOGIST,MRSA3B,01.417.222/0001-77,17/06/2020,450,15,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=17949
20915,MRV,MRVE3,08.343.492/0001-20,16/04/2020,43772,1004,838,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20915
20982,MULTIPLAN,MULT3,07.816.890/0001-53,30/04/2020,10672,1230,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20982
21946,MULTIPLUS,?,11.094.546/0001-75,27/04/2018,9447,50,447,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21946
5312,MUNDIAL,MNDL3,88.610.191/0001-54,01/06/2020,3076,145,13,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=5312
9040,NADIR FIGUEI,?,61.067.161/0001-97,30/08/2019,363,56,3,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=9040
19550,NATURA,?,71.673.990/0001-77,26/06/2020,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=19550
15539,NEOENERGIA,NEOE3,01.083.200/0001-18,20/04/2020,25665,689,548,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=15539
25399,NEOGRID,NGRD3,10.139.870/0001-08,19/10/2020,18,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25399
17540,NEWTEL PART,?,02.604.997/0001-14,26/12/2014,8,6,5,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=17540
22640,NISA PART,?,14.200.537/0001-00,15/12/2014,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22640
22659,NOAH PART,?,14.200.699/0001-48,03/06/2016,1,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22659
1228,NORD BRASIL,BNBR3,07.237.373/0001-20,30/04/2020,8623,1105,13,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=1228
9083,NORDON MET,NORD3,60.884.319/0001-59,27/04/2017,333,10,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=9083
24503,NOROESTE,?,24.170.211/0001-30,18/07/2018,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24503
22985,NORTCQUIMICA,NRTQ3,29.950.060/0001-57,28/04/2020,3,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22985
19224,NOVA ACAO PA,?,04.634.250/0001-34,29/04/2016,1,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=19224
21105,NOVA SECURIT,?,08.903.116/0001-42,21/01/2016,2,0,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21105
19577,NOVADUTRA,?,00.861.626/0001-92,11/04/2017,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=19577
21334,NUTRIPLANT,?,51.128.999/0001-90,30/04/2020,186,5,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21334
25534,OCEANPACT,OPCT3,09.114.805/0001-30,19/01/2021,28,0,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25534
22390,OCTANTE SEC,?,12.139.922/0001-63,30/04/2020,1,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22390
4693,ODERICH,ODER3,97.191.902/0001-94,30/04/2019,429,10,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=4693
20125,ODONTOPREV,ODPV3,58.119.199/0001-51,28/04/2020,38651,472,347,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20125
20168,OGX PETROLEO,?,07.957.093/0001-96,30/04/2018,51900,2040,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20168
11312,OI,OIBR3,76.535.764/0001-43,16/10/2020,1329833,213258,1313,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=11312
23426,OMEGA GER,OMGE3,09.149.503/0001-06,09/11/2020,6332,86,663,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23426
16942,OPPORT ENERG,OPHE3B,02.318.346/0001-68,12/08/2019,0,1,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=16942
25550,ORIZON,ORVR3,11.421.994/0001-36,20/08/2020,7,3,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25550
21342,OSX BRASIL,OSXB3,09.112.685/0001-32,09/05/2016,2803,28,32,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21342
22250,OURINVESTSEC,?,12.320.349/0001-90,30/07/2018,1,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22250
23280,OURO VERDE,?,75.609.123/0001-23,08/07/2019,0,1,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23280
23507,OUROFINO S/A,OFSA3,20.258.278/0001-70,29/03/2019,3331,111,10,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23507
14826,P.ACUCAR-CBD,PCAR3,47.508.411/0001-56,31/12/2020,22372,252,1192,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=14826
24163,PACIFIC RDSL,PACF3,21.728.500/0001-14,24/05/2018,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24163
18414,PADTEC,PDTC3,02.365.069/0001-44,10/07/2020,4028,25,29,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=18414
22608,PAGUE MENOS,PGMN3,06.626.253/0001-51,30/09/2020,28630,87,72,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22608
94,PANATLANTICA,PATI3,92.693.019/0001-89,25/11/2019,610,92,8,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=94
18708,PAR AL BAHIA,PEAB3,01.938.783/0001-11,28/04/2020,997,29,3,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=18708
20729,PARANA,?,14.388.334/0001-99,17/07/2020,19,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20729
9393,PARANAPANEMA,PMAM3,60.398.369/0004-79,23/04/2020,23053,205,37,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=9393
14680,PARCOM PART,?,00.185.475/0001-08,29/09/2015,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=14680
80063,PATAGONIA,?,08.884.213/0001-35,25/04/2019,2043,65,2,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=80063
18236,PATRIA SEC,?,02.736.470/0001-43,12/05/2015,3,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=18236
3824,PAUL F LUZ,?,33.050.196/0001-88,29/04/2019,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=3824
20478,PDG REALT,PDGR3,02.950.811/0001-89,10/05/2019,8746,149,19,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20478
21644,PDG SECURIT,?,09.538.973/0001-53,01/09/2011,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21644
9989,PET MANGUINH,RPMG3,33.412.081/0001-96,31/07/2020,3488,23,8,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=9989
9512,PETROBRAS,PETR3,33.000.167/0001-01,22/07/2020,760785,7212,2712,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=9512
24295,PETROBRAS BR,BRDT3,34.274.233/0001-02,28/07/2020,54944,350,1543,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24295
22187,PETRORIO,PRIO3,10.629.105/0001-68,04/12/2020,50944,359,417,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22187
9539,PETTENATI,PTNT3,88.613.658/0001-10,30/10/2019,1286,56,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=9539
25089,PETZ,PETZ3,18.328.118/0001-09,18/08/2020,1,1,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25089
20567,PINE,PINE3,62.144.175/0001-20,30/09/2020,18283,75,28,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20567
25070,PLANOEPLANO,PLPL3,24.230.275/0001-80,17/09/2020,3031,99,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25070
13471,PLASCAR PART,PLAS3,51.928.174/0001-50,30/04/2020,1164,19,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=13471
22160,POLO CAP SEC,?,12.261.588/0001-16,31/05/2010,3,0,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22160
13447,POLPAR,PPAR3,59.789.545/0001-71,28/04/2020,5,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=13447
19658,POMIFRUTAS,FRTA3,86.550.951/0001-50,30/04/2019,1426,13,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=19658
21865,PORCAO,?,10.826.798/0001-89,16/12/2013,0,4,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21865
16659,PORTO SEGURO,PSSA3,02.149.205/0001-69,31/03/2020,32713,107,841,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=16659
23523,PORTO VM,?,18.494.485/0001-82,29/04/2019,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23523
13773,PORTOBELLO,PTBL3,83.475.913/0001-91,30/06/2020,31406,180,83,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=13773
20362,POSITIVO TEC,POSI3,81.243.735/0001-48,01/06/2020,39701,251,96,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20362
80152,PPLA,PPLA11,15.073.274/0001-88,18/03/2020,0,0,8,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=80152
15377,PQ HOPI HARI,?,00.924.432/0001-99,16/11/2011,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=15377
24546,PRATICA,PTCA11,08.574.411/0001-00,30/04/2020,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24546
23728,PRATICA,?,10.747.021/0001-29,28/04/2017,0,3,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23728
24236,PRINER,PRNR3,18.593.815/0001-97,30/04/2020,17957,247,52,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24236
20346,PROFARMA,PFRM3,45.453.214/0001-51,22/04/2020,15609,61,96,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20346
19232,PROMAN,PRMN3B,02.291.077/0001-93,30/04/2019,0,1,5,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=19232
18333,PROMPT PART,PRPT3B,02.992.449/0001-09,31/10/2019,0,1,2,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=18333
21482,PRUMO,PRML3,08.741.499/0001-08,28/04/2017,5185,50,130,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21482
22497,QUALICORP,QUAL3,11.992.680/0001-93,21/12/2020,48282,708,361,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22497
23302,QUALITY SOFT,QUSW3,35.791.391/0001-94,30/04/2020,6,1,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23302
25038,QUERO-QUERO,LJQQ3,96.418.264/0218-02,28/01/2021,15923,125,349,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25038
5258,RAIADROGASIL,RADL3,61.585.865/0001-51,23/09/2020,42777,1756,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=5258
23230,RAIZEN ENERG,?,08.070.508/0001-78,22/07/2020,0,3,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23230
14109,RANDON PART,RAPT3,89.086.144/0001-16,30/04/2019,14084,213,529,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=14109
18406,RBCAPITALRES,?,02.773.542/0001-22,27/05/2019,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=18406
19860,RBCAPITALSEC,?,03.559.006/0001-91,20/01/2017,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=19860
12572,RECRUSUL,RCSL3,91.333.666/0001-17,26/04/2019,2154,33,23,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=12572
24821,REDE D OR,RDOR3,06.047.087/0001-39,13/11/2020,59,9,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24821
3190,REDE ENERGIA,REDE3,61.584.140/0001-49,28/04/2020,5606,1587,5,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=3190
22128,REDENTOR,?,12.126.500/0001-53,27/04/2015,301,4,5,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22128
21636,RENOVA,RNEW11,08.534.605/0001-74,31/07/2020,5266,39,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21636
17337,RET PART,OPRE3B,02.363.917/0001-86,14/02/2017,3,0,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=17337
16535,RIO GDE ENER,?,02.016.439/0001-38,27/04/2018,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=16535
13439,RIOSULENSE,RSUL3,85.778.074/0001-06,20/04/2020,117,11,6,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=13439
22330,RJCP,?,08.281.683/0001-04,27/11/2014,1929,8,9,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22330
