CODIGO,EMPRESA,TICKER,CNPJ,DATA ACIONISTAS,FISICOS,JURIDICOS,INSTITUCIONAIS,URL B3
20451,RNI,RDNI3,67.010.660/0001-24,29/06/2020,1679,24,41,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20451
23167,ROD COLINAS,?,03.025.305/0001-46,29/06/2012,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23167
22721,ROD TIETE,?,10.678.505/0001-63,30/06/2015,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22721
16306,ROSSI RESID,RSID3,61.065.751/0001-80,29/04/2020,4792,88,39,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=16306
22071,RT BANDEIRAS,?,10.647.979/0001-48,27/05/2019,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22071
17450,RUMO S.A.,RAIL3,02.387.241/0001-60,21/08/2020,65595,1587,41,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=17450
14443,SABESP,SBSP3,43.776.517/0001-80,28/04/2020,24181,1563,1465,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=14443
23540,SALUS INFRA,?,15.494.541/0001-90,28/04/2017,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23540
18627,SANEPAR,SAPR11,76.484.013/0001-45,27/03/2020,86200,721,826,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=18627
19593,SANESALTO,?,02.724.983/0001-34,28/12/2020,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=19593
12696,SANSUY,SNSY3,14.807.945/0001-24,27/07/2020,784,56,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=12696
20532,SANTANDER BR,SANB11,90.400.888/0001-42,30/04/2020,185850,16337,1041,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20532
4081,SANTANENSE,CTSA3,21.255.567/0001-89,30/04/2020,609,1,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=4081
14923,SANTHER,?,61.101.895/0001-45,29/06/2020,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=14923
16446,SANTOS BRAS,?,02.084.220/0001-76,19/04/2017,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=16446
17892,SANTOS BRP,STBP3,02.762.121/0001-04,01/10/2020,88170,253,332,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=17892
13781,SAO CARLOS,SCAR3,29.780.061/0001-09,30/04/2020,4786,274,55,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=13781
20516,SAO MARTINHO,SMTO3,51.466.860/0001-56,31/07/2020,12495,197,367,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20516
10472,SARAIVA LIVR,SLED3,60.500.139/0001-26,20/07/2020,13825,32,24,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=10472
15261,SAUIPE,PSEG3,00.866.577/0001-80,02/01/2018,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=15261
14664,SCHULZ,SHUL3,84.693.183/0001-68,31/05/2020,24996,46,99,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=14664
3115,SEG AL BAHIA,CSAB3,15.144.017/0001-90,31/03/2020,888,23,3,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=3115
17558,SELECTPART,?,02.604.860/0001-60,24/10/2019,22,3,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=17558
25160,SEQUOIA LOG,SEQL3,01.599.101/0001-93,24/12/2020,1502,15,93,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25160
23221,SER EDUCA,SEER3,04.986.320/0001-13,30/04/2020,7888,135,176,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23221
10596,SERGEN,SGEN3,33.161.340/0001-53,17/05/2010,589,17,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=10596
4030,SID NACIONAL,CSNA3,33.042.730/0001-04,30/04/2020,76281,1437,1437,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=4030
25003,SIMPAR,SIMH3,07.415.333/0001-20,05/08/2020,19987,140,389,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25003
22799,SINQIA,SQIA3,04.065.791/0001-99,24/09/2020,109354,632,155,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22799
20745,SLC AGRICOLA,SLCE3,89.096.457/0001-55,30/06/2020,16798760,433718,25735593,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20745
24260,SMART FIT,SMFT3,07.594.978/0001-78,28/12/2020,12,14,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24260
24252,SMILES,SMLS3,05.730.375/0001-20,31/07/2020,39661,528,385,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24252
23140,SMILES,?,15.912.764/0001-20,28/09/2017,2899,481,495,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23140
20680,SOFISA,SFSA3,60.889.128/0001-80,28/04/2016,450,6,27,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20680
80101,SOLVAYINDUPA,?,05.711.813/0001-03,28/04/2016,7,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=80101
22551,SOMOS EDUCA,SEDU3,02.541.982/0001-54,07/05/2019,131,17,17,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22551
10880,SONDOTECNICA,SOND3,33.386.210/0001-19,30/04/2020,2,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=10880
10960,SPRINGER,SPRI3,92.929.520/0001-00,30/04/2019,948,50,18,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=10960
20966,SPRINGS,SGPS3,07.718.269/0001-57,30/04/2020,6287,104,30,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20966
9415,SPTURIS,AHEB3,62.002.886/0001-60,29/04/2020,2693,879,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=9415
24201,STARA,STTR3,91.495.499/0001-00,07/05/2020,0,3,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24201
22594,STATKRAFT,STKF3,00.622.416/0001-41,14/12/2018,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22594
23388,STO ANTONIO,?,09.391.823/0001-60,30/04/2019,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23388
16586,SUDESTE S/A,OPSE3B,02.062.747/0001-08,31/10/2019,0,1,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=16586
16438,SUL 116 PART,OPTS3B,01.957.772/0001-89,26/12/2014,0,4,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=16438
21121,SUL AMERICA,SULA11,29.978.814/0001-87,29/01/2021,48066,289,1169,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21121
13030,SULTEPA,?,89.723.993/0001-33,07/10/2013,397,7,12,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=13030
9067,SUZANO HOLD,NEMO3,60.651.809/0001-05,26/05/2020,25,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=9067
13986,SUZANO S.A.,SUZB3,16.404.287/0001-55,22/05/2020,66270,618,1538,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=13986
20257,TAESA,TAEE11,07.859.971/0001-30,30/04/2020,143521,408,933,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20257
20508,TAIPE,?,28.573.830/0001-27,06/10/2015,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20508
21717,TARPON INV,?,05.341.549/0001-63,30/04/2019,2650,13,12,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21717
6173,TAURUS ARMAS,TASA3,92.781.335/0001-02,29/01/2020,26857,303,10,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=6173
20389,TC SECURIT,?,67.437.434/0001-24,30/04/2015,2,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20389
24066,TCP TERMINAL,?,12.919.786/0001-24,24/07/2020,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24066
11215,TEC BLUMENAU,?,08.424.178/0001-71,06/01/2006,3,4,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=11215
22519,TECHNOS,TECN3,09.295.063/0001-97,31/07/2020,11570,50,55,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22519
20435,TECNISA,TCSA3,08.065.557/0001-12,25/09/2020,58841,253,216,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20435
11207,TECNOSOLO,TCNO3,33.111.246/0001-90,,0,0,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=11207
14133,TECTOY,?,22.770.366/0001-82,23/02/2018,2419,28,3,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=14133
20800,TEGMA,TGMA3,02.351.144/0001-18,30/04/2020,5308,34,270,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20800
11223,TEKA,TEKA3,82.636.986/0001-55,,0,0,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=11223
11231,TEKNO,TKNO3,33.467.572/0001-34,16/07/2020,429,3,8,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=11231
11258,TELEBRAS,TELB3,00.336.701/0001-04,27/07/2020,7092,1549,75,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=11258
17671,TELEF BRASIL,VIVT3,02.558.157/0001-62,01/10/2020,1847020,461128,3246,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=17671
17418,TELINVEST,TLVT3B,02.476.710/0001-18,29/04/2011,3,1,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=17418
21148,TENDA,TEND3,71.476.527/0001-35,10/07/2020,12815,610,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21148
23329,TERM. PE III,?,10.502.676/0001-37,14/07/2014,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23329
15407,TERMIN PORT,?,85.041.333/0001-11,28/12/2015,0,6,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=15407
19852,TERMOPE,?,03.795.050/0001-09,17/04/2020,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=19852
20354,TERRA SANTA,TESA3,05.799.312/0001-20,27/08/2020,7638,72,63,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20354
7544,TEX RENAUX,?,82.982.075/0001-80,29/04/2019,606,26,13,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=7544
24929,TIM,TIMS3,02.421.421/0001-11,28/09/2020,1270233,229942,849,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24929
17639,TIM PART S/A,?,02.558.115/0001-21,07/04/2020,1253361,231889,667,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=17639
22454,TIME FOR FUN,SHOW3,02.860.694/0001-62,22/07/2020,11732,142,49,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22454
19992,TOTVS,TOTS3,53.113.791/0001-22,27/04/2020,16546,235,1019,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=19992
25208,TRACK FIELD,TFCO4,59.418.806/0001-47,17/09/2020,5,0,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25208
18376,TRAN PAULIST,TRPL3,02.998.611/0001-04,16/04/2019,127479,653,1504,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=18376
8192,TREVISA,LUXM3,92.660.570/0001-26,31/07/2020,139,5,9,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=8192
23060,TRIANGULOSOL,?,02.509.186/0001-34,20/04/2018,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23060
21130,TRISUL,TRIS3,08.811.643/0001-27,23/04/2020,21238,258,176,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21130
19330,TRIUNFO PART,TPIS3,03.014.553/0001-91,02/06/2020,10802,78,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=19330
22276,TRUESEC,?,12.130.744/0001-00,25/05/2018,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22276
6343,TUPY,TUPY3,84.683.374/0001-49,30/04/2020,35427,431,371,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=6343
18465,ULTRAPAR,UGPA3,33.256.439/0001-39,22/09/2020,30673,827,1557,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=18465
20079,UNI CIDADE,?,07.394.616/0001-33,05/06/2013,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20079
22780,UNICASA,UCAS3,90.441.460/0001-48,03/12/2019,3674,18,44,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22780
21555,UNIDAS,?,04.437.534/0001-30,16/06/2020,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21555
11592,UNIPAR,UNIP3,33.958.695/0001-78,30/04/2020,33894,249,158,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=11592
16624,UPTICK,UPKP3B,02.162.616/0001-94,29/04/2019,1,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=16624
14320,USIMINAS,USIM3,60.894.730/0001-05,28/04/2020,104141,883,404,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=14320
12220,USIN C PINTO,?,44.689.123/0001-57,31/07/2012,727,10,22,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=12220
4170,VALE,VALE3,33.592.510/0001-54,30/04/2020,201979,2259,1921,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=4170
20028,VALID,VLID3,33.113.309/0001-47,29/04/2020,20134,402,76,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20028
24554,VEROBANRISUL,?,92.934.215/0001-06,21/05/2018,0,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24554
23990,VERTCIASEC,?,25.005.683/0001-09,05/10/2018,2,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23990
21024,VIAOESTE,?,02.415.408/0001-50,05/06/2020,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21024
6505,VIAVAREJO,VVAR3,33.041.260/0652-90,31/07/2020,444521,2168,1440,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=6505
18902,VICUNHA SID,?,02.871.007/0001-04,30/04/2010,8,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=18902
22772,VIGOR FOOD,?,13.324.184/0001-97,28/04/2016,86,10,2,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=22772
21075,VISION SEC,?,08.937.002/0001-13,30/05/2014,2,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21075
24805,VIVARA S.A.,VIVA3,33.839.910/0001-11,30/04/2020,54596,132,298,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=24805
20702,VIVER,VIVR3,67.571.414/0001-41,25/06/2020,13469,259,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20702
11762,VULCABRAS,VULC3,50.926.955/0001-42,24/07/2020,29488,145,181,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=11762
5410,WEG,WEGE3,84.429.695/0001-11,28/04/2020,219109,2421,978,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=5410
11800,WEMBLEY,WMBY3,25.329.319/0001-96,30/04/2016,23,1,2,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=11800
25518,WESTWING,WEST3,14.776.142/0001-50,23/11/2020,2,2,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=25518
11991,WETZEL S/A,MWET3,84.683.671/0001-94,28/04/2020,564,19,10,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=11991
14346,WHIRLPOOL,WHRL3,59.105.999/0001-86,26/04/2019,957,23,10,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=14346
80047,WILSON SONS,WSON33,05.721.735/0001-28,29/04/2020,570,5,115,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=80047
23590,WIZ S.A.,WIZS3,42.278.473/0001-03,24/04/2019,57158,953,155,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=23590
11070,WLM IND COM,WLMM3,33.228.024/0001-51,30/04/2020,3678,20,13,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=11070
18430,WTORRE PIC,?,02.643.896/0001-52,28/04/2018,0,1,0,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=18430
20001,XX NOVEMBRO,?,03.538.833/0001-07,01/09/2014,1,0,1,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=20001
21016,YDUQS PART,YDUQ3,08.807.432/0001-10,24/04/2020,24581,186,973,http://www.b3.com.br/pt_br/produtos-e-servicos/negociacao/renda-variavel/empresas-listadas.htm?codigo=21016